enrollment_id,student_id,course_id,lecturer_id,enrollment_date,semester,enrollment_status
ENR14488,222492,COM1003,LEC1014,30/10/2022,Semester 2,Completed
ENR14489,222493,ART1005,LEC1072,14/07/2022,Semester 2,Completed
ENR14491,222494,SOC1002,LEC1146,19/10/2022,Semester 2,Active
ENR14492,222495,SOC1010,LEC1147,26/10/2022,Semester 2,Dropped
ENR14493,222496,SOC1010,LEC1137,28/04/2022,Semester 1,Dropped
ENR14494,222497,MED1009,LEC1020,08/04/2022,Semester 1,Dropped
ENR14495,222498,AGR1001,LEC1111,04/10/2022,Semester 2,Active
ENR14497,222499,LAW1004,LEC1047,21/03/2022,Semester 1,Completed
ENR14498,231000,ENG1002,LEC1105,28/01/2023,Semester 1,Dropped
ENR14499,231001,ART1007,LEC1070,24/03/2023,Semester 1,Dropped
ENR14500,231002,AGR1002,LEC1113,23/05/2023,Semester 1,Active
ENR14501,231003,AGR1007,LEC1115,01/02/2023,Semester 1,Dropped
ENR14502,231004,SCI1006,LEC1082,30/10/2023,Semester 2,Active
ENR14503,231005,BUS1010,LEC1033,06/03/2023,Semester 1,Completed
ENR14505,231006,LAW1004,LEC1059,23/03/2023,Semester 1,Active
ENR14507,231007,LAW1002,LEC1046,05/03/2023,Semester 1,Active
ENR14508,231008,SCI1002,LEC1083,16/10/2023,Semester 2,Dropped
ENR14510,231009,SCI1007,LEC1085,13/12/2023,Semester 2,Completed
ENR14512,231010,LAW1003,LEC1053,24/02/2023,Semester 1,Active
ENR14513,231011,SCI1010,LEC1082,02/01/2023,Semester 1,Active
ENR14515,231012,COM1005,LEC1004,14/01/2023,Semester 1,Dropped
ENR14516,231013,MED1003,LEC1023,24/07/2023,Semester 2,Completed
ENR14517,231014,ENG1003,LEC1093,05/08/2023,Semester 2,Active
ENR14518,231015,ENG1007,LEC1092,10/12/2023,Semester 2,Completed
ENR14519,231016,MED1004,LEC1018,31/10/2023,Semester 2,Active
ENR14521,231017,MED1001,LEC1019,18/09/2023,Semester 2,Active
ENR14523,231018,SCI1010,LEC1087,28/04/2023,Semester 1,Completed
ENR14524,231019,COM1007,LEC1014,28/05/2023,Semester 1,Completed
ENR14525,231020,ENG1003,LEC1095,13/04/2023,Semester 1,Dropped
ENR14527,231021,COM1003,LEC1010,11/08/2023,Semester 2,Active
ENR14528,231022,ENG1009,LEC1104,28/09/2023,Semester 2,Completed
ENR14530,231023,ENG1004,LEC1091,15/04/2023,Semester 1,Active
ENR14532,231024,AGR1008,LEC1112,22/03/2023,Semester 1,Dropped
ENR14533,231025,SCI1006,LEC1090,21/07/2023,Semester 2,Dropped
ENR14535,231026,MED1008,LEC1027,01/09/2023,Semester 2,Active
ENR14536,231027,COM1008,LEC1005,26/07/2023,Semester 2,Dropped
ENR14537,231028,MED1003,LEC1020,19/06/2023,Semester 1,Active
ENR14539,231029,AGR1006,LEC1113,08/12/2023,Semester 2,Dropped
ENR14541,231030,SOC1006,LEC1146,15/05/2023,Semester 1,Active
ENR14542,231031,SOC1002,LEC1145,25/12/2023,Semester 2,Completed
ENR14543,231032,ART1001,LEC1064,08/12/2023,Semester 2,Active
ENR14544,231033,BUS1003,LEC1031,11/05/2023,Semester 1,Active
ENR14546,231034,AGR1008,LEC1114,10/09/2023,Semester 2,Active
ENR14548,231035,ARC1008,LEC1122,01/08/2023,Semester 2,Dropped
ENR14550,231036,ART1009,LEC1062,18/03/2023,Semester 1,Active
ENR14552,231037,AGR1004,LEC1110,08/05/2023,Semester 1,Active
ENR14554,231038,BUS1007,LEC1042,19/12/2023,Semester 2,Completed
ENR14555,231039,AGR1009,LEC1113,08/01/2023,Semester 1,Active
ENR14556,231040,BUS1002,LEC1045,09/08/2023,Semester 2,Active
ENR14558,231041,ENG1010,LEC1104,29/03/2023,Semester 1,Active
ENR14560,231042,ARC1001,LEC1133,05/12/2023,Semester 2,Completed
ENR14561,231043,ENG1010,LEC1103,12/02/2023,Semester 1,Active
ENR14562,231044,ARC1008,LEC1132,11/11/2023,Semester 2,Dropped
ENR14564,231045,COM1003,LEC1012,03/10/2023,Semester 2,Completed
ENR14566,231046,LAW1004,LEC1050,01/10/2023,Semester 2,Active
ENR14568,231047,ENG1007,LEC1099,30/04/2023,Semester 1,Dropped
ENR14570,231048,COM1008,LEC1013,14/01/2023,Semester 1,Completed
ENR14571,231049,SCI1004,LEC1083,13/06/2023,Semester 1,Dropped
ENR14572,231050,BUS1004,LEC1044,07/04/2023,Semester 1,Dropped
ENR14573,231051,LAW1009,LEC1055,26/07/2023,Semester 2,Active
ENR14574,231052,BUS1001,LEC1039,13/09/2023,Semester 2,Completed
ENR14575,231053,AGR1007,LEC1116,05/08/2023,Semester 2,Active
ENR14576,231054,SOC1003,LEC1148,20/07/2023,Semester 2,Dropped
ENR14578,231055,AGR1006,LEC1111,28/04/2023,Semester 1,Active
ENR14579,231056,MED1002,LEC1028,25/10/2023,Semester 2,Dropped
ENR14581,231057,AGR1001,LEC1116,08/05/2023,Semester 1,Active
ENR14583,231058,SOC1003,LEC1142,01/07/2023,Semester 2,Active
ENR14585,231059,LAW1008,LEC1056,24/01/2023,Semester 1,Dropped
ENR14586,231060,AGR1009,LEC1112,16/07/2023,Semester 2,Active
ENR14588,231061,LAW1005,LEC1053,19/09/2023,Semester 2,Completed
ENR14589,231062,COM1009,LEC1008,06/01/2023,Semester 1,Active
ENR14590,231063,MED1004,LEC1022,14/03/2023,Semester 1,Active
ENR14592,231064,ENG1010,LEC1099,06/03/2023,Semester 1,Active
ENR14594,231065,ENG1009,LEC1102,14/09/2023,Semester 2,Active
ENR14596,231066,SCI1001,LEC1083,19/03/2023,Semester 1,Dropped
ENR14598,231067,AGR1010,LEC1119,02/02/2023,Semester 1,Active
ENR14599,231068,COM1010,LEC1004,27/02/2023,Semester 1,Active
ENR14601,231069,SOC1002,LEC1142,25/02/2023,Semester 1,Active
ENR14602,231070,ENG1001,LEC1102,28/07/2023,Semester 2,Active
ENR14603,231071,BUS1004,LEC1034,23/01/2023,Semester 1,Completed
ENR14605,231072,ART1003,LEC1073,25/12/2023,Semester 2,Active
ENR14607,231073,MED1009,LEC1020,05/03/2023,Semester 1,Active
ENR14609,231074,ARC1010,LEC1125,21/05/2023,Semester 1,Active
ENR14610,231075,SCI1002,LEC1089,02/02/2023,Semester 1,Dropped
ENR14612,231076,ARC1010,LEC1125,01/11/2023,Semester 2,Active
ENR14613,231077,SCI1002,LEC1083,10/10/2023,Semester 2,Active
ENR14614,231078,LAW1005,LEC1047,15/08/2023,Semester 2,Completed
ENR14615,231079,ENG1007,LEC1104,23/02/2023,Semester 1,Active
ENR14617,231080,LAW1004,LEC1054,05/08/2023,Semester 2,Active
ENR14619,231081,ENG1005,LEC1097,18/10/2023,Semester 2,Completed
ENR14621,231082,AGR1006,LEC1110,10/06/2023,Semester 1,Active
ENR14623,231083,COM1008,LEC1014,18/12/2023,Semester 2,Dropped
ENR14624,231084,LAW1002,LEC1057,15/07/2023,Semester 2,Active
ENR14626,231085,SCI1005,LEC1086,01/02/2023,Semester 1,Active
ENR14627,231086,BUS1007,LEC1037,10/06/2023,Semester 1,Active
ENR14629,231087,ENG1006,LEC1100,14/05/2023,Semester 1,Completed
ENR14630,231088,AGR1007,LEC1106,14/07/2023,Semester 2,Dropped
ENR14632,231089,LAW1009,LEC1054,25/10/2023,Semester 2,Completed
ENR14633,231090,COM1007,LEC1005,12/07/2023,Semester 2,Dropped
ENR14634,231091,SOC1005,LEC1149,13/10/2023,Semester 2,Dropped
ENR14636,231092,SCI1006,LEC1080,24/03/2023,Semester 1,Active
ENR14638,231093,SOC1007,LEC1143,24/06/2023,Semester 1,Active
ENR14640,231094,BUS1005,LEC1043,17/09/2023,Semester 2,Active
ENR14641,231095,MED1007,LEC1019,09/07/2023,Semester 2,Completed
ENR14643,231096,SOC1009,LEC1142,22/06/2023,Semester 1,Completed
ENR14644,231097,MED1004,LEC1022,20/11/2023,Semester 2,Completed
ENR14645,231098,BUS1010,LEC1045,28/01/2023,Semester 1,Active
ENR14647,231099,BUS1004,LEC1032,31/03/2023,Semester 1,Active
ENR14648,231100,BUS1004,LEC1043,20/08/2023,Semester 2,Dropped
ENR14650,231101,SCI1002,LEC1078,11/06/2023,Semester 1,Active
ENR14652,231102,LAW1006,LEC1057,21/02/2023,Semester 1,Active
ENR14653,231103,ENG1005,LEC1104,09/05/2023,Semester 1,Dropped
ENR14655,231104,ENG1001,LEC1100,22/09/2023,Semester 2,Dropped
ENR14656,231105,SOC1002,LEC1143,14/10/2023,Semester 2,Active
ENR14658,231106,SCI1007,LEC1090,07/01/2023,Semester 1,Completed
ENR14660,231107,ARC1002,LEC1133,06/08/2023,Semester 2,Active
ENR14661,231108,SOC1004,LEC1137,26/03/2023,Semester 1,Active
ENR14662,231109,ENG1008,LEC1095,28/04/2023,Semester 1,Dropped
ENR14663,231110,BUS1010,LEC1037,27/06/2023,Semester 1,Dropped
ENR14665,231111,ARC1002,LEC1123,08/07/2023,Semester 2,Completed
ENR14667,231112,ARC1006,LEC1129,22/12/2023,Semester 2,Active
ENR14668,231113,LAW1003,LEC1051,18/05/2023,Semester 1,Active
ENR14670,231114,ARC1004,LEC1126,27/05/2023,Semester 1,Dropped
ENR14672,231115,MED1005,LEC1018,10/04/2023,Semester 1,Active
ENR14673,231116,LAW1007,LEC1058,03/10/2023,Semester 2,Dropped
ENR14675,231117,SOC1010,LEC1142,16/04/2023,Semester 1,Active
ENR14677,231118,BUS1002,LEC1031,09/04/2023,Semester 1,Dropped
ENR14679,231119,SOC1002,LEC1136,02/12/2023,Semester 2,Active
ENR14681,231120,LAW1003,LEC1051,22/11/2023,Semester 2,Active
ENR14682,231121,ART1010,LEC1070,28/04/2023,Semester 1,Completed
ENR14683,231122,LAW1005,LEC1055,28/04/2023,Semester 1,Completed
ENR14684,231123,LAW1010,LEC1046,19/01/2023,Semester 1,Active
ENR14685,231124,SOC1002,LEC1149,22/07/2023,Semester 2,Dropped
ENR14686,231125,ENG1005,LEC1095,21/09/2023,Semester 2,Active
ENR14688,231126,LAW1003,LEC1060,10/12/2023,Semester 2,Completed
ENR14690,231127,ENG1009,LEC1105,05/07/2023,Semester 2,Active
ENR14691,231128,AGR1008,LEC1115,22/04/2023,Semester 1,Dropped
ENR14693,231129,ARC1003,LEC1131,30/11/2023,Semester 2,Completed
ENR14694,231130,ARC1003,LEC1130,05/03/2023,Semester 1,Active
ENR14695,231131,ENG1005,LEC1099,05/12/2023,Semester 2,Completed
ENR14697,231132,SOC1008,LEC1147,03/11/2023,Semester 2,Active
ENR14698,231133,ART1001,LEC1068,24/10/2023,Semester 2,Active
ENR14700,231134,LAW1003,LEC1052,30/04/2023,Semester 1,Active
ENR14701,231135,SOC1004,LEC1145,04/10/2023,Semester 2,Dropped
ENR14702,231136,BUS1003,LEC1035,09/03/2023,Semester 1,Active
ENR14704,231137,ENG1007,LEC1094,02/05/2023,Semester 1,Active
ENR14705,231138,MED1005,LEC1026,04/12/2023,Semester 2,Dropped
ENR14706,231139,SCI1001,LEC1090,22/03/2023,Semester 1,Active
ENR14707,231140,ENG1007,LEC1104,21/09/2023,Semester 2,Active
ENR14708,231141,BUS1002,LEC1033,04/03/2023,Semester 1,Active
ENR14709,231142,COM1002,LEC1003,28/04/2023,Semester 1,Active
ENR14710,231143,COM1003,LEC1002,21/12/2023,Semester 2,Dropped
ENR14711,231144,SCI1006,LEC1082,28/02/2023,Semester 1,Active
ENR14713,231145,MED1006,LEC1016,08/10/2023,Semester 2,Active
ENR14715,231146,LAW1007,LEC1046,01/05/2023,Semester 1,Completed
ENR14716,231147,ARC1004,LEC1124,25/11/2023,Semester 2,Active
ENR14718,231148,SCI1004,LEC1088,09/10/2023,Semester 2,Active
ENR14720,231149,ARC1007,LEC1133,20/02/2023,Semester 1,Active
ENR14722,231150,BUS1004,LEC1031,09/07/2023,Semester 2,Completed
ENR14724,231151,COM1010,LEC1006,11/01/2023,Semester 1,Active
ENR14726,231152,LAW1005,LEC1047,07/02/2023,Semester 1,Active
ENR14728,231153,SOC1001,LEC1137,27/12/2023,Semester 2,Active
ENR14729,231154,COM1001,LEC1013,17/08/2023,Semester 2,Completed
ENR14731,231155,COM1006,LEC1009,11/11/2023,Semester 2,Active
ENR14733,231156,SCI1004,LEC1084,14/04/2023,Semester 1,Completed
ENR14735,231157,ART1010,LEC1070,24/08/2023,Semester 2,Active
ENR14736,231158,ENG1010,LEC1097,13/10/2023,Semester 2,Active
ENR14737,231159,ENG1008,LEC1101,05/12/2023,Semester 2,Dropped
ENR14739,231160,AGR1006,LEC1112,03/04/2023,Semester 1,Completed
ENR14741,231161,COM1003,LEC1012,01/11/2023,Semester 2,Active
ENR14743,231162,ARC1010,LEC1133,03/07/2023,Semester 2,Dropped
ENR14745,231163,COM1002,LEC1005,10/02/2023,Semester 1,Active
ENR14747,231164,COM1010,LEC1013,25/08/2023,Semester 2,Completed
ENR14748,231165,ENG1006,LEC1096,02/03/2023,Semester 1,Dropped
ENR14750,231166,ENG1003,LEC1095,17/07/2023,Semester 2,Active
ENR14751,231167,MED1003,LEC1024,11/12/2023,Semester 2,Active
ENR14752,231168,MED1002,LEC1025,31/12/2023,Semester 2,Dropped
ENR14754,231169,MED1009,LEC1025,02/09/2023,Semester 2,Completed
ENR14755,231170,SCI1008,LEC1076,29/12/2023,Semester 2,Completed
ENR14756,231171,LAW1005,LEC1060,09/03/2023,Semester 1,Active
ENR14758,231172,ENG1003,LEC1104,24/01/2023,Semester 1,Completed
ENR14760,231173,AGR1004,LEC1108,06/03/2023,Semester 1,Completed
ENR14761,231174,COM1001,LEC1012,22/10/2023,Semester 2,Active
ENR14763,231175,SOC1001,LEC1150,25/06/2023,Semester 1,Dropped
ENR14764,231176,COM1007,LEC1008,29/03/2023,Semester 1,Active
ENR14766,231177,AGR1002,LEC1115,17/06/2023,Semester 1,Completed
ENR14767,231178,COM1008,LEC1002,06/09/2023,Semester 2,Active
ENR14768,231179,ARC1009,LEC1125,20/08/2023,Semester 2,Active
ENR14769,231180,MED1008,LEC1022,07/02/2023,Semester 1,Dropped
ENR14770,231181,COM1001,LEC1008,03/02/2023,Semester 1,Active
ENR14772,231182,MED1005,LEC1025,10/07/2023,Semester 2,Active
ENR14773,231183,SCI1010,LEC1090,25/02/2023,Semester 1,Active
ENR14774,231184,BUS1004,LEC1037,11/02/2023,Semester 1,Active
ENR14776,231185,AGR1003,LEC1108,13/04/2023,Semester 1,Active
ENR14777,231186,SCI1010,LEC1077,09/08/2023,Semester 2,Completed
ENR14778,231187,COM1001,LEC1008,12/05/2023,Semester 1,Active
ENR14779,231188,AGR1002,LEC1117,17/06/2023,Semester 1,Completed
ENR14781,231189,SCI1003,LEC1085,12/10/2023,Semester 2,Active
ENR14783,231190,ENG1001,LEC1103,01/03/2023,Semester 1,Dropped
ENR14785,231191,BUS1006,LEC1043,09/06/2023,Semester 1,Active
ENR14787,231192,ART1003,LEC1061,20/03/2023,Semester 1,Completed
ENR14789,231193,ARC1008,LEC1123,05/02/2023,Semester 1,Dropped
ENR14790,231194,BUS1008,LEC1045,04/07/2023,Semester 2,Dropped
ENR14792,231195,SCI1004,LEC1084,31/01/2023,Semester 1,Dropped
ENR14793,231196,ENG1010,LEC1097,20/01/2023,Semester 1,Dropped
ENR14795,231197,LAW1009,LEC1060,05/10/2023,Semester 2,Active
ENR14797,231198,ART1009,LEC1075,19/11/2023,Semester 2,Completed
ENR14798,231199,MED1008,LEC1024,25/01/2023,Semester 1,Completed
ENR14800,231200,SOC1001,LEC1136,21/07/2023,Semester 2,Completed
ENR14802,231201,ART1007,LEC1067,23/03/2023,Semester 1,Active
ENR14803,231202,SOC1004,LEC1149,05/01/2023,Semester 1,Active
ENR14804,231203,SOC1009,LEC1141,24/02/2023,Semester 1,Active
ENR14806,231204,ARC1006,LEC1130,22/02/2023,Semester 1,Active
ENR14807,231205,MED1001,LEC1017,25/08/2023,Semester 2,Dropped
ENR14808,231206,AGR1007,LEC1116,10/01/2023,Semester 1,Active
ENR14809,231207,LAW1008,LEC1057,16/08/2023,Semester 2,Dropped
ENR14811,231208,ARC1002,LEC1121,27/07/2023,Semester 2,Completed
ENR14812,231209,ART1001,LEC1074,18/05/2023,Semester 1,Active
ENR14813,231210,COM1001,LEC1015,12/02/2023,Semester 1,Active
ENR14814,231211,SCI1007,LEC1090,10/06/2023,Semester 1,Completed
ENR14815,231212,COM1002,LEC1003,02/08/2023,Semester 2,Active
ENR14816,231213,ART1001,LEC1062,22/06/2023,Semester 1,Active
ENR14817,231214,ART1005,LEC1073,02/12/2023,Semester 2,Completed
ENR14818,231215,ARC1002,LEC1135,13/11/2023,Semester 2,Completed
ENR14820,231216,MED1003,LEC1028,15/08/2023,Semester 2,Active
ENR14822,231217,SOC1001,LEC1147,30/10/2023,Semester 2,Completed
ENR14824,231218,COM1002,LEC1007,28/05/2023,Semester 1,Active
ENR14825,231219,SOC1009,LEC1147,07/01/2023,Semester 1,Active
ENR14827,231220,LAW1006,LEC1051,06/03/2023,Semester 1,Active
ENR14828,231221,SCI1005,LEC1076,17/09/2023,Semester 2,Completed
ENR14829,231222,COM1010,LEC1009,03/06/2023,Semester 1,Active
ENR14830,231223,ARC1004,LEC1126,12/11/2023,Semester 2,Active
ENR14831,231224,ART1005,LEC1073,05/05/2023,Semester 1,Completed
ENR14833,231225,ART1007,LEC1067,06/02/2023,Semester 1,Active
ENR14834,231226,SCI1003,LEC1083,19/10/2023,Semester 2,Active
ENR14835,231227,SCI1001,LEC1085,08/08/2023,Semester 2,Active
ENR14836,231228,ENG1010,LEC1097,13/08/2023,Semester 2,Dropped
ENR14837,231229,COM1006,LEC1013,23/12/2023,Semester 2,Active
ENR14839,231230,ARC1005,LEC1124,19/10/2023,Semester 2,Completed
ENR14840,231231,AGR1005,LEC1117,11/07/2023,Semester 2,Active
ENR14842,231232,ART1009,LEC1073,22/03/2023,Semester 1,Completed
ENR14844,231233,COM1002,LEC1002,10/09/2023,Semester 2,Active
ENR14846,231234,BUS1004,LEC1035,24/02/2023,Semester 1,Dropped
ENR14848,231235,ARC1005,LEC1130,26/12/2023,Semester 2,Active
ENR14849,231236,BUS1009,LEC1035,19/06/2023,Semester 1,Active
ENR14850,231237,COM1002,LEC1012,17/01/2023,Semester 1,Active
ENR14851,231238,ARC1007,LEC1121,02/07/2023,Semester 2,Active
ENR14853,231239,LAW1002,LEC1046,19/03/2023,Semester 1,Active
ENR14855,231240,MED1008,LEC1025,04/01/2023,Semester 1,Completed
ENR14856,231241,SCI1009,LEC1081,16/10/2023,Semester 2,Dropped
ENR14858,231242,BUS1002,LEC1040,31/10/2023,Semester 2,Dropped
ENR14859,231243,BUS1002,LEC1037,24/01/2023,Semester 1,Active
ENR14861,231244,ARC1009,LEC1123,23/08/2023,Semester 2,Completed
ENR14862,231245,ENG1007,LEC1093,09/02/2023,Semester 1,Completed
ENR14864,231246,SCI1007,LEC1077,16/02/2023,Semester 1,Completed
ENR14865,231247,BUS1009,LEC1042,09/10/2023,Semester 2,Active
ENR14866,231248,BUS1005,LEC1037,25/12/2023,Semester 2,Active
ENR14867,231249,ARC1003,LEC1133,08/11/2023,Semester 2,Active
ENR14868,231250,ART1006,LEC1075,26/09/2023,Semester 2,Active
ENR14869,231251,SOC1003,LEC1136,18/12/2023,Semester 2,Completed
ENR14871,231252,ENG1005,LEC1097,19/04/2023,Semester 1,Completed
ENR14872,231253,AGR1001,LEC1114,11/02/2023,Semester 1,Completed
ENR14874,231254,SOC1001,LEC1147,18/02/2023,Semester 1,Dropped
ENR14875,231255,SOC1001,LEC1136,23/06/2023,Semester 1,Active
ENR14876,231256,ENG1009,LEC1103,25/12/2023,Semester 2,Active
ENR14878,231257,BUS1003,LEC1043,18/09/2023,Semester 2,Completed
ENR14880,231258,ENG1006,LEC1093,28/03/2023,Semester 1,Dropped
ENR14881,231259,COM1001,LEC1001,01/04/2023,Semester 1,Active
ENR14882,231260,ENG1009,LEC1093,17/11/2023,Semester 2,Active
ENR14884,231261,MED1002,LEC1020,23/05/2023,Semester 1,Dropped
ENR14886,231262,COM1009,LEC1007,04/07/2023,Semester 2,Active
ENR14887,231263,ARC1007,LEC1123,18/11/2023,Semester 2,Active
ENR14888,231264,COM1005,LEC1011,17/04/2023,Semester 1,Active
ENR14889,231265,SOC1002,LEC1147,18/03/2023,Semester 1,Active
ENR14891,231266,MED1007,LEC1027,22/02/2023,Semester 1,Active
ENR14893,231267,ENG1005,LEC1092,02/08/2023,Semester 2,Completed
ENR14894,231268,SCI1003,LEC1080,22/07/2023,Semester 2,Active
ENR14895,231269,ARC1008,LEC1134,30/01/2023,Semester 1,Completed
ENR14896,231270,SCI1007,LEC1083,24/08/2023,Semester 2,Completed
ENR14897,231271,AGR1005,LEC1107,09/11/2023,Semester 2,Active
ENR14899,231272,AGR1007,LEC1107,01/08/2023,Semester 2,Active
ENR14900,231273,LAW1009,LEC1052,08/11/2023,Semester 2,Active
ENR14902,231274,COM1004,LEC1005,07/05/2023,Semester 1,Completed
ENR14903,231275,AGR1010,LEC1112,20/07/2023,Semester 2,Active
ENR14904,231276,AGR1003,LEC1107,14/04/2023,Semester 1,Active
ENR14905,231277,ENG1003,LEC1091,14/09/2023,Semester 2,Active
ENR14907,231278,SCI1001,LEC1083,21/01/2023,Semester 1,Dropped
ENR14909,231279,AGR1004,LEC1114,21/07/2023,Semester 2,Completed
ENR14910,231280,COM1008,LEC1005,25/10/2023,Semester 2,Completed
ENR14912,231281,SCI1007,LEC1082,20/07/2023,Semester 2,Active
ENR14913,231282,AGR1008,LEC1118,07/04/2023,Semester 1,Active
ENR14915,231283,ARC1003,LEC1130,12/07/2023,Semester 2,Active
ENR14917,231284,MED1008,LEC1022,02/03/2023,Semester 1,Active
ENR14919,231285,ARC1006,LEC1123,25/06/2023,Semester 1,Completed
ENR14921,231286,ENG1009,LEC1102,10/09/2023,Semester 2,Active
ENR14922,231287,MED1009,LEC1026,03/05/2023,Semester 1,Completed
ENR14924,231288,BUS1009,LEC1034,14/10/2023,Semester 2,Completed
ENR14926,231289,BUS1004,LEC1045,07/07/2023,Semester 2,Active
ENR14928,231290,LAW1004,LEC1049,18/01/2023,Semester 1,Active
ENR14929,231291,MED1001,LEC1027,07/07/2023,Semester 2,Dropped
ENR14930,231292,COM1004,LEC1006,17/05/2023,Semester 1,Completed
ENR14932,231293,ART1003,LEC1073,21/08/2023,Semester 2,Dropped
ENR14934,231294,ART1007,LEC1064,12/08/2023,Semester 2,Completed
ENR14935,231295,LAW1005,LEC1052,17/07/2023,Semester 2,Dropped
ENR14937,231296,MED1001,LEC1018,25/06/2023,Semester 1,Completed
ENR14938,231297,COM1003,LEC1009,24/12/2023,Semester 2,Active
ENR14940,231298,ART1004,LEC1063,24/07/2023,Semester 2,Active
ENR14941,231299,ART1008,LEC1070,15/07/2023,Semester 2,Dropped
ENR14943,231300,LAW1001,LEC1046,21/08/2023,Semester 2,Completed
ENR14944,231301,LAW1001,LEC1051,29/10/2023,Semester 2,Active
ENR14945,231302,BUS1004,LEC1037,04/03/2023,Semester 1,Completed
ENR14947,231303,BUS1001,LEC1037,01/03/2023,Semester 1,Completed
ENR14948,231304,LAW1010,LEC1049,29/01/2023,Semester 1,Dropped
ENR14950,231305,MED1004,LEC1030,15/12/2023,Semester 2,Active
ENR14951,231306,ENG1009,LEC1101,18/12/2023,Semester 2,Active
ENR14952,231307,ENG1008,LEC1104,02/07/2023,Semester 2,Active
ENR14954,231308,SOC1004,LEC1144,17/08/2023,Semester 2,Active
ENR14956,231309,ART1007,LEC1074,03/12/2023,Semester 2,Completed
ENR14957,231310,SCI1006,LEC1090,16/09/2023,Semester 2,Dropped
ENR14958,231311,LAW1005,LEC1059,15/12/2023,Semester 2,Dropped
ENR14960,231312,ARC1003,LEC1135,13/12/2023,Semester 2,Active
ENR14961,231313,ART1004,LEC1075,17/03/2023,Semester 1,Active
ENR14963,231314,SCI1002,LEC1086,15/06/2023,Semester 1,Dropped
ENR14965,231315,LAW1006,LEC1060,01/02/2023,Semester 1,Active
ENR14966,231316,MED1010,LEC1029,13/08/2023,Semester 2,Active
ENR14968,231317,COM1005,LEC1001,19/03/2023,Semester 1,Dropped
ENR14969,231318,SOC1004,LEC1138,03/02/2023,Semester 1,Completed
ENR14970,231319,ART1001,LEC1068,06/12/2023,Semester 2,Active
ENR14971,231320,SCI1005,LEC1076,06/11/2023,Semester 2,Completed
ENR14972,231321,AGR1004,LEC1117,05/03/2023,Semester 1,Active
ENR14973,231322,ENG1008,LEC1103,18/11/2023,Semester 2,Active
ENR14975,231323,BUS1006,LEC1037,15/11/2023,Semester 2,Completed
ENR14976,231324,SOC1001,LEC1138,23/09/2023,Semester 2,Dropped
ENR14978,231325,LAW1002,LEC1051,07/03/2023,Semester 1,Completed
ENR14980,231326,MED1009,LEC1018,19/03/2023,Semester 1,Dropped
ENR14981,231327,ARC1010,LEC1130,08/04/2023,Semester 1,Active
ENR14982,231328,LAW1007,LEC1051,31/08/2023,Semester 2,Active
ENR14983,231329,BUS1009,LEC1033,27/04/2023,Semester 1,Dropped
ENR14985,231330,ENG1001,LEC1097,16/02/2023,Semester 1,Active
ENR14986,231331,COM1006,LEC1009,06/04/2023,Semester 1,Dropped
ENR14988,231332,ART1009,LEC1061,20/02/2023,Semester 1,Active
ENR14989,231333,MED1006,LEC1018,22/07/2023,Semester 2,Active
ENR14991,231334,SOC1001,LEC1137,10/09/2023,Semester 2,Dropped
ENR14992,231335,ENG1009,LEC1104,13/05/2023,Semester 1,Dropped
ENR14994,231336,MED1007,LEC1018,18/04/2023,Semester 1,Active
ENR14996,231337,ARC1002,LEC1122,08/11/2023,Semester 2,Completed
ENR14997,231338,MED1010,LEC1021,14/10/2023,Semester 2,Active
ENR14999,231339,SOC1004,LEC1141,27/07/2023,Semester 2,Active
ENR15000,231340,BUS1004,LEC1044,13/11/2023,Semester 2,Completed
ENR15002,231341,LAW1002,LEC1059,22/11/2023,Semester 2,Dropped
ENR15004,231342,LAW1005,LEC1052,17/12/2023,Semester 2,Dropped
